GENDER,INSURED_VALUE,PREMIUM,PROD_YEAR,SEATS_NUM
0,200000,3142.45,2001,4
0,200000,3142.45,2001,4
0,200000,2941.208,2001,4
0,200000,128.14,2001,4
0,460000,6629.37,2009,7
0,230000,3760.81,2009,7
0,230000,3395.756,2009,7
0,940000,12615.93,2009,7
0,470000,6754.09,2009,7
0,470000,6389.036,2009,7
0,45000,1298.39,1984,4
0,45000,1298.39,1984,4
0,45000,1165.667,1984,4
0,45000,33.72,1984,4
0,100000,3904.55,1983,4
0,230000,2631.09,1983,4
0,200000,3408.65,2000,8
0,200000,3408.65,2000,8
0,200000,3174.111,2000,8
0,200000,149.87,2000,8
0,300000,4567.85,1991,4
0,300000,4567.85,1991,4
0,300000,169.41,1991,4
0,40000,1146.93,1994,4
0,40000,1016.22,1994,4
0,40000,22.59,1994,4
0,604744.71,7688.11,2009,8
0,604744.71,365.834,2009,8
0,604744.71,5705.47,2009,8
0,367694.3,5139.24,2009,8
1,40000,570.9,1981,4
0,500000,6236,1990,4
0,500000,7062.25,1990,4
0,500000,7062.25,1990,4
0,500000,6236,1990,4
0,500000,6973.15,2009,4
0,500000,6671.83,2009,4
0,600000,8175.25,1998,4
0,600000,8175.25,1998,4
0,600000,7483.2,1998,4
0,118379,3037.35,1998,4
0,118379,2141.11,1998,4
0,200000,3186.45,1996,4
0,200000,3186.45,1996,4
0,200000,2494.4,1996,4
0,350000,5213.45,2005,5
0,168095,93.48,2005,5
0,940000,12615.93,2009,7
0,470000,6754.09,2009,7
0,230000,3395.756,2009,7
0,200000,2494.4,1981,4
0,165000,2057.88,1981,4
0,207037.35,283.585,2003,4
0,1000000,15168.99,1993,10
0,500000,6675.64,1993,10
0,385000,5374.153,1993,10
0,543029,4564.62,2000,8
0,543029,5037.56,2000,8
0,160000,3536.81,1994,4
0,160000,2038.07,1994,4
0,160000,1433.41,1994,4
1,632500,5297.74,2006,4
1,632500,5133.64,2006,4
1,632500,349.36,2006,4
1,632500,349.36,2006,4
0,278742.54,4472.97,2000,8
0,131736,2049.91,1997,4
0,131736,2825.38,1997,4
0,131736,2798.24,1997,4
0,50000,1659.84,1986,4
0,200000,3142.45,1992,4
0,200000,3142.45,1992,4
0,150000,2381.078,1992,4
0,150000,92.37,1992,4
0,250000,3766.05,1990,4
0,250000,3766.05,1990,4
0,240000,3503.558,1990,4
0,240000,147.79,1990,4
0,200000,3408.65,1987,8
0,200000,3408.4,1987,8
0,200000,3213.997,1987,8
0,200000,123.16,1987,8
0,100000,1734.48,1986,4
0,60000,1246.69,1986,4
0,60000,1048.979,1986,4
1,105000,1471.3,1992,4
1,105000,1531.07,1992,4
1,105000,201.789,1992,4
0,629000,8847.14,2009,12
0,629000,8847.14,2009,12
0,629000,8436.876,2009,12
1,100000,1755.6,1990,4
1,60000,1290.87,1990,4
1,60000,1290.62,1990,4
0,40000,1146.93,1982,4
0,40000,1146.93,1982,4
0,40000,1030.311,1982,4
0,45000,33.72,1982,4
0,42000,751.67,1982,1
0,42000,740.67,1982,1
0,222276,3664.48,2003,7
0,222276,3664.48,2003,7
0,222276,3476.966,2003,7
0,222276,149.06,2003,7
0,187105,2191.65,2005,4
0,187105,2247.33,2005,4
0,187105,2285.378,2005,4
0,500000,6928.05,2001,4
0,500000,6928.05,2001,4
0,500000,320.36,2001,4
0,521360,7394.65,2003,7
0,521360,7394.65,2003,7
0,521360,7117.145,2003,7
0,521360,334.05,2003,7
0,400000,5769.95,1993,6
0,400000,5527.15,1993,6
0,400000,256.29,1993,6
0,285423,4474.05,1996,8
0,285423,4474.05,1996,8
0,285423,4189.681,1996,8
0,285423,182.88,1996,8
0,180000,2982.11,1993,4
0,180000,2982.11,1993,4
0,180000,2833.327,1993,4
0,180000,101.65,1993,4
0,150000,2607.95,1987,4
0,150000,2607.95,1987,4
0,150000,2459.167,1987,4
0,150000,84.71,1987,4
0,150624,2783.57,1989,5
0,110000,2019.97,1995,4
0,110000,2019.97,1995,4
0,110000,1889.26,1995,4
0,110000,62.12,1995,4
0,150663,2527.12,1999,4
0,150663,2527.12,1999,4
0,150663,1879.07,1999,4
0,150663,98.26,1999,4
1,634394.7,3865.69,2005,4
1,634394.7,4072.67,2005,4
1,634394.7,3481.63,2005,4
0,300000,4478.75,1994,4
0,300000,4478.75,1994,4
0,300000,3741.6,1994,4
0,120000,951.36,1994,4
0,250000,3988.25,1988,6
0,250000,4674.21,1988,6
0,250000,1886.15,1988,6
0,1100000,14677.45,2003,10
0,1100000,17695.67,2003,10
0,1100000,8299.06,2003,10
0,150000,2518.85,1997,4
0,150000,2518.85,1997,4
0,150000,1870.8,1997,4
0,132578.96,1778.64,1990,8
0,132578.96,1778.39,1990,8
0,132578.96,1378.118,1990,8
1,180000,3809.18,1990,4
1,180000,2869.42,1990,4
0,58077,1429.57,2008,4
0,58077,1530.09,2008,4
0,58077,1516.33,2008,4
0,254702.37,5940.92,1989,4
0,254702.37,6061.26,1989,4
0,120492.64,3629.9,1989,4
0,325287.06,1783.59,2007,4
0,325287.06,5286.93,2007,4
0,325287.06,5102.22,2007,4
0,226066.63,3489.91,2005,4
0,226066.63,1426.9,2005,4
0,226066.63,3368.12,2005,4
0,226066.63,3579.7,2005,4
0,239260.54,3634.77,2005,4
0,239260.54,1517.22,2005,4
0,239260.54,3730.05,2005,4
0,239260.54,3231.52,2005,4
0,250000,3788.05,1990,5
0,250000,3788.05,1990,5
0,97328,1761.9,1990,5
0,97328,82.34,1990,5
0,130000,2491.61,1990,6
0,130000,2491.61,1990,6
0,130000,2491.36,1990,6
0,130000,107.31,1990,6
0,184000,3165.1,1990,6
0,184000,3165.1,1990,6
0,184000,3164.85,1990,6
0,184000,151.88,1990,6
0,120000,2166.69,1990,5
0,120000,2166.69,1990,5
0,36217,30.64,1990,5
0,244000,135.69,1995,0
0,470000,6754.09,2009,7
0,470000,6389.036,2009,7
0,470000,6754.09,2009,7
0,470000,6754.09,2009,7
0,470000,6389.036,2009,7
0,460000,6629.37,2009,7
0,470000,6754.09,2009,7
1,536471.72,5446.56,2005,4
1,536471.72,5848.056,2005,4
1,201723.77,186.598,2005,4
1,600000,4297.77,2001,4
1,600000,4627.65,2001,4
1,600000,4317.559,2001,4
0,650000,8843.95,2006,4
0,621000,8482.01,2006,4
0,621000,7554.403,2006,4
0,621000,429.96,2006,4
1,165000,1880.95,1991,4
1,165000,1983.57,1991,4
0,600000,8441.45,1998,10
0,258000,3532.438,1998,10
0,258000,178.63,1998,10
1,260000,5017.7,1994,4
1,260000,4441.22,1994,4
1,260000,4361.74,1991,4
1,200000,4050.6,1991,4
1,200000,4097.25,1991,4
1,200000,3919.2,1991,4
0,1300000,16036.1,2006,8
0,900000,13806.87,2002,5
0,900000,12971.66,2006,5
0,900000,12966.66,2006,9
1,300000,3800.2,2007,4
1,300000,3891.2,2007,4
1,300000,3903.73,2007,4
0,1000000,14317.4,2008,8
0,1000000,14317.4,2008,8
0,280000,4162.21,2003,5
0,280000,3492.16,2003,5
0,400000,7922.55,2003,8
1,65000,1637.16,1991,4
1,65000,1772.27,1991,4
1,65000,1556.21,1991,4
1,300000,2729.8,2001,4
1,300000,3030.27,2001,4
1,300000,2786.61,2001,4
1,141746.88,1662.49,2004,4
1,141746.88,1763.59,2004,4
1,141746.88,1497.49,2004,4
1,70000,1429.03,1986,4
1,70000,1440.54,1986,4
1,70000,1403.665,1986,4
1,250000,2376.201,1985,4
0,195000,4433.61,1989,8
0,195000,4494.12,1989,8
0,272183,1562.15,2008,4
0,272183,2386.46,2008,4
0,272183,2510.38,2008,4
0,400000,7020.75,1994,6
0,400000,7215.43,1994,6
0,400000,6181.9,1994,6
1,121300,2034.11,1990,4
1,121300,2101.15,1990,4
1,121300,1941.48,1990,4
0,85000,1261.75,1992,4
0,85000,1079.901,1992,4
1,756027,4294.13,2003,6
1,756027,5024.26,2003,6
1,756027,5559.84,2003,6
0,640000,8918.33,1994,9
0,280000,5506.73,1993,4
0,280000,4534.74,1993,4
0,150000,3907.38,1996,8
0,150000,4114,1996,8
0,150000,3568.54,1996,8
0,345000,232.49,2008,4
0,900000,12161.05,2002,9
0,900000,12161.05,2002,9
0,900000,11224.8,2002,9
0,160000,2665.57,1989,5
0,160000,2665.57,1989,5
0,160000,1995.52,1989,5
0,30314,621.43,2007,1
0,30314,604.93,2007,1
0,30314,604.68,2007,1
0,30314,55,2007,1
0,80000,2399.21,1986,4
0,80000,2518.5,1986,4
0,80000,2281.398,1986,4
0,280000,3265.17,2005,8
0,280000,173.34,2005,8
0,40000,1146.93,1985,4
0,40000,1146.93,1985,4
0,40000,1276.359,1985,4
0,40000,28.59,1985,4
0,240000,3796.43,1984,5
0,240000,3796.43,1984,5
0,240000,5203.552,1984,5
0,240000,171.53,1984,5
0,305000,6457.321,1995,8
0,305000,217.98,1995,8
0,543590,6338.98,2005,8
0,543590,336.53,2005,8
0,580032,6763.94,2005,8
0,580032,359.09,2005,8
0,30000,591.01,1999,1
0,30000,591.01,1999,1
0,30000,757.369,1999,1
0,30000,21.44,1999,1
0,203692.18,3188.5,2003,4
0,203692.18,3333.964,2003,4
0,203692.18,4788.512,2003,4
0,203692.81,234.28,2003,4
0,60000,927.75,2004,1
0,60000,943.17,2004,1
0,25000,316.8,2004,1
0,25000,16.14,2004,1
0,75000,1145.488,2004,1
0,75000,48.91,2004,1
0,255237.12,4408.748,2007,8
1,609092.1,4365.05,2007,4
1,609092.1,5712.81,2007,4
1,609092.1,4203.337,2007,4
0,756000,10343.08,2002,8
0,756000,10170.873,2002,8
0,560000,468.26,2002,8
0,259650,4152.6,1989,8
0,259650,4152.6,1989,8
0,259650,3995.325,1989,8
0,259650,149.45,1989,8
0,150000,2741.522,1995,4
0,500000,7216.25,1993,11
0,500000,7216,1993,11
0,350000,5056.494,1993,11
0,100000,1967.75,1996,11
0,100000,2078.55,1996,11
0,186000,2967.84,1981,4
0,186000,134.53,1981,4
0,175000,2830.65,1992,4
0,175000,2830.65,1992,4
0,175000,2650.572,1992,4
0,175000,119.73,1992,4
0,500000,7017.15,2006,6
0,500000,7017.15,2006,6
0,302900,4425.82,2003,4
0,302900,4425.82,2003,4
0,302900,4245.742,2003,4
0,302900,207.24,2003,4
0,21000,479.86,1999,1
0,21000,50,1999,1
0,655000,9061.41,2000,7
0,655000,750.43,2000,7
0,129612,100.09,1999,0
0,200000,1481.39,1999,4
0,179548,138.66,1999,4
0,150000,1870.8,1990,4
0,300000,231.68,1990,4
0,350000,5257.45,2005,7
0,350000,7218.171,2005,7
0,350000,269.88,2005,7
0,1238000,16376.59,2007,9
0,1238000,16376.59,2007,9
0,1238000,1058.8,2007,9
0,16000,1072.4,1998,1
0,16000,10.77,1998,1
0,16000,375.428,1998,1
0,128664,107.6,1998,4
0,128664,107.6,1998,4
0,319045,4893.38,1997,8
0,319045,4676.298,1997,8
0,319045,230.76,1997,8
0,319045,4893.38,1997,8
0,319045,4676.298,1997,8
0,319045,230.76,1997,8
0,319045,4676.298,1997,8
0,319045,224.99,1997,8
1,580000,5208.55,2006,6
1,580000,5396.51,2006,6
1,580000,5215.76,2006,6
0,296400,4388.75,2003,4
0,296400,4388.75,2003,4
0,296400,4196.374,2003,4
0,296400,202.79,2003,4
0,600000,8286.35,1996,7
0,600000,8062.932,1996,7
0,600000,410.52,1996,7
0,120000,2011.18,2001,8
0,240000,3043.46,1991,5
0,170000,2768.29,1999,4
0,170000,2768.29,1999,4
0,170000,2568.819,1999,4
0,170000,142.17,1999,4
0,50000,956.21,2006,1
0,50000,894.9,2006,1
0,50000,678.3,2006,1
0,203000,3184.87,2001,4
0,203000,3179.87,2001,4
0,203000,123.47,2001,4
0,22693,488.88,2002,0
0,22693,288.03,2002,0
0,22000,13.38,2002,0
0,100000,1726.645,1988,5
0,100000,68.42,1988,5
0,18000,588.155,2001,1
0,18000,578.09,2001,1
0,18000,618.42,2001,1
0,240000,3907.53,2000,8
0,240000,3907.28,2000,8
0,156906.2,1603.59,2001,5
0,156906.2,1566.25,2001,5
0,156906.2,1447.486,2001,5
0,160000,3299.57,1992,4
0,160000,2643.57,1992,4
0,162200,137.23,1992,4
0,162200,2548.82,1992,4
0,60000,2052.37,1982,4
0,60000,1396.37,1982,4
0,60000,1269.18,1982,4
0,60000,50.76,1982,4
0,200000,3842.45,2001,4
0,200000,3186.45,2001,4
0,255000,3736.541,2001,4
0,255000,215.74,2001,4
0,65000,1458.73,1982,4
0,65000,1463.73,1982,4
0,65000,1266.31,1982,4
0,65000,54.36,1982,4
0,306980.67,4720.91,1997,7
0,306980.67,4720.91,1997,7
0,306980.67,4438.211,1997,7
0,306980.67,187.58,1997,7
0,389935,309.12,1999,0
0,25000,552.41,2007,1
0,25000,528.4,2007,1
0,25000,479.549,2007,1
0,203000,3179.87,2001,4
0,203000,3179.87,2001,4
0,203000,3054.451,2001,4
0,203000,110.24,2001,4
0,216000,3586.2,1992,7
0,216000,3586.2,1992,7
0,216000,3279.512,1992,7
0,216000,169.36,1992,7
0,100000,1807.25,1986,0
0,100000,1807.25,1986,0
0,100000,1615.237,1986,0
0,100000,78.41,1986,0
0,120000,2344.89,1995,5
0,120000,2344.89,1995,5
0,120000,2053.393,1995,5
0,120000,94.09,1995,5
0,241178.64,3922.23,1997,8
0,241178.64,3707.634,1997,8
0,241178.64,141.44,1997,8
0,564226,7951.28,2003,8
0,564226,7961.28,2003,8
0,564226,7637.002,2003,8
0,564226,442.4,2003,8
0,120000,2410.89,1983,8
0,120000,2410.89,1983,8
0,120000,2096.612,1983,8
0,120000,94.09,1983,8
0,16372.79,442.55,2005,1
0,16372.79,421.05,2005,1
0,16372.79,382.768,2005,1
0,16372.79,13.34,2005,1
0,1001600,13540.5,2004,7
0,1001600,14000.19,2004,7
0,1001600,16562.58,2004,7
0,170000,5204.8,1981,1
0,165000,3990.25,1988,4
0,120000,3361.47,1988,4
0,515000,7160.23,2006,4
0,515000,324.85,2006,4
0,130000,2198.34,1986,4
0,30000,1027.21,1986,4
0,30000,829.79,1986,4
0,30000,24.86,1986,4
0,180000,2982.11,1992,4
0,180000,2982.11,1992,4
0,180000,2749.034,1992,4
0,180000,122.97,1992,4
0,24440,497.611,2007,1
0,24440,21.46,2007,1
0,402500,4216.34,2007,4
0,402500,3277.191,2007,4
0,402500,3472.541,2007,4
0,125000,2061.88,2005,4
0,125000,1579.883,2005,4
0,125000,1855.663,2005,4
0,223997.34,3755.68,1991,4
0,591000,8109.2,1992,0
0,591000,12476.73,1992,0
0,221170.06,3026.3,2005,4
0,221170.06,3487.3,2005,4
0,1081000,12636.67,2005,8
0,1081000,12469.32,2005,8
0,1081000,21211.42,2005,8
0,90870.83,1200.06,1990,4
0,759942.37,7953.35,2003,8
0,759942.37,6696.37,2003,8
0,759942.37,6868.904,2003,8
0,246232.22,3162.257,2000,4
0,267975,4021.34,2006,4
0,201916,3236.56,2007,4
0,201916,2318.333,2007,4
0,253966,2484.71,1997,4
0,253966,2353.52,1997,4
0,253966,2164.093,1997,4
0,219180,1613.143,1998,4
0,129183,2707.46,1992,4
0,1417031.69,14964.83,2005,4
0,905175.95,6470.93,2005,4
0,550000,7662.75,1988,5
0,550000,7662.75,1988,5
0,90000,1899.12,1988,5
0,90000,76.14,1988,5
0,45000,36.16,2008,0
0,30000,1155.31,1986,4
0,30000,1160.06,1986,4
0,233420,3825.46,2000,8
0,233420,3825.46,2000,8
0,233420,3633.304,2000,8
0,233420,156.54,2000,8
0,500000,8622.13,2003,8
0,500000,7998.14,2003,8
0,800000,10065.88,2003,8
0,800000,9151.63,2003,8
0,300000,4400.75,1995,5
0,300000,4489.85,1995,5
0,200000,3265.5,1995,5
1,200000,1989.05,1997,4
1,200000,2110.05,1997,4
1,200000,2230.8,1997,4
1,200000,201.789,1997,4
0,470000,6754.09,2009,7
0,470000,527.196,2009,7
0,470000,6754.09,2009,7
0,470000,6754.09,2009,7
0,470000,6389.036,2009,7
0,160000,2643.57,2009,4
0,160000,2643.57,2009,4
0,100000,1690.65,1990,4
0,250000,3507.94,1990,4
0,250000,2859.89,1990,4
0,180000,2751.17,1997,4
0,110000,2019.97,1994,4
0,110000,1845.183,1994,4
0,110000,75.26,1994,4
0,200000,3408.65,1994,8
0,200000,3408.65,1994,8
0,200000,3161.659,1994,8
